,Unnamed: 0.1,Unnamed: 0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,location,style,house_age
17007,17007,17007,3300701440,20140729T000000,409000.0,2,1.75,,4000,1.0,0,0,4,6,740,740.0,1925.0,0,98117,47.6916,-122.38,1060,4000,Rural,Ranch,97
17008,17008,17008,1152700020,20141226T000000,370000.0,4,2.5,2650.0,5706,2.0,0,0,3,9,2650,0.0,2005.0,0,98042,47.3515,-122.164,2760,5749,Suburban,Colonial,17
17009,17009,17009,8944300010,20140725T000000,230000.0,5,1.0,,9000,1.0,0,0,5,7,1410,0.0,1967.0,0,98023,47.3054,-122.369,1200,8346,Rural,Contemporary,55
17010,17010,17010,8680300010,20150324T000000,290000.0,3,2.0,1360.0,6685,1.0,0,0,3,7,1360,0.0,1952.0,0,98155,47.7365,-122.324,1300,8138,Rural,Ranch,70
17011,17011,17011,8731950080,20150219T000000,420000.0,4,2.25,2930.0,9840,1.0,0,0,4,8,1560,1370.0,1977.0,0,98023,47.3103,-122.382,2800,8374,Rural,Cape Cod,45
17012,17012,17012,5608000080,20140722T000000,917000.0,4,2.5,3500.0,10891,2.0,0,2,3,10,3500,0.0,1995.0,0,98027,47.5533,-122.093,3820,13521,Suburban,Ranch,27
17013,17013,17013,2225039130,20140625T000000,957000.0,5,3.25,3160.0,5000,2.0,0,2,3,10,2180,980.0,,0,98199,47.6464,-122.405,3160,5746,Suburban,Colonial,17
17014,17014,17014,7504180130,20140701T000000,482000.0,3,2.25,1710.0,21485,2.0,0,0,3,7,1710,0.0,1989.0,0,98074,47.6198,-122.053,1680,21485,Suburban,Victorian,33
17015,17015,17015,3956100190,20141121T000000,488000.0,3,1.75,2180.0,14734,2.0,0,0,3,9,2180,0.0,1990.0,0,98045,47.4831,-121.767,2300,21618,Urban,Colonial,32
17016,17016,17016,2346200050,20141017T000000,760369.0,5,2.5,2870.0,4712,2.0,0,0,3,9,2870,0.0,2014.0,0,98006,47.5463,-122.182,2870,6768,Suburban,Cape Cod,8
17017,17017,17017,40000471,20140604T000000,170000.0,2,1.0,1500.0,18540,,0,0,3,8,1500,0.0,1950.0,0,98168,47.4727,-122.281,1700,9355,Rural,Contemporary,72
17018,17018,17018,9346950050,20150429T000000,625000.0,3,2.5,2120.0,10021,1.0,0,0,4,8,1230,890.0,,0,98006,47.5621,-122.135,2690,10183,Suburban,Victorian,46
17019,17019,17019,9477201150,20141202T000000,357000.0,3,1.5,1590.0,6750,1.0,0,0,3,7,1080,510.0,1976.0,0,98034,47.73,-122.191,1590,7400,Suburban,Cape Cod,46
17020,17020,17020,8078430130,20150407T000000,583000.0,3,2.25,1830.0,8276,1.0,0,0,3,8,1350,480.0,1989.0,0,98074,47.6336,-122.025,1920,8276,Suburban,Colonial,33
17021,17021,17021,6404600006,20140820T000000,173250.0,3,2.0,1210.0,9097,1.0,0,0,4,7,1210,0.0,1954.0,0,98168,47.4849,-122.303,1360,10125,Rural,Cape Cod,68
17022,17022,17022,6415100122,20140716T000000,414050.0,4,2.0,1590.0,10331,1.5,0,0,4,7,1590,0.0,1956.0,0,98133,47.7273,-122.332,1400,9434,Rural,Victorian,66
17023,17023,17023,5505700020,20140618T000000,400000.0,3,1.75,1050.0,6150,1.5,0,0,4,6,950,100.0,,0,98116,47.5715,-122.394,1360,6150,Suburban,Contemporary,94
17024,17024,17024,1117300050,20150327T000000,537000.0,3,2.0,1550.0,27003,1.5,0,0,3,8,1550,0.0,,0,98074,47.606,-122.056,2400,27003,Suburban,Contemporary,40
17025,17025,17025,8651710430,20140606T000000,465000.0,4,2.25,,7500,2.0,0,0,4,7,2070,0.0,1977.0,0,98034,47.727,-122.217,2080,7700,Suburban,Colonial,45
17026,17026,17026,9292000380,20140818T000000,425000.0,3,2.25,,9682,1.0,0,0,5,8,1740,0.0,1969.0,0,98056,47.5138,-122.173,2100,9536,Rural,Contemporary,53
17027,17027,17027,2525059127,20141118T000000,445000.0,4,2.0,1700.0,21780,1.0,0,0,4,6,1080,620.0,,0,98052,47.6289,-122.108,2070,12054,Rural,Ranch,82
17028,17028,17028,1788300010,20141211T000000,179950.0,2,1.0,1200.0,9000,1.0,0,0,3,6,1200,0.0,1958.0,0,98023,47.3277,-122.349,1040,9600,Urban,Cape Cod,64
17029,17029,17029,1150700130,20150421T000000,275000.0,3,2.5,1710.0,7230,2.0,0,0,3,7,1710,0.0,1996.0,0,98003,47.2778,-122.298,1720,6537,Suburban,Contemporary,26
17030,17030,17030,3354400545,20140715T000000,190000.0,4,2.5,1840.0,13493,2.0,0,0,3,7,1840,0.0,1994.0,0,98001,47.2649,-122.242,1430,11463,Urban,Cape Cod,28
17031,17031,17031,2742100009,20140506T000000,385000.0,3,1.75,1900.0,5520,1.0,0,0,3,7,1280,620.0,1982.0,0,98118,47.5549,-122.292,1330,5196,Rural,Colonial,40
17032,17032,17032,2475900170,20150429T000000,303000.0,4,1.0,2300.0,9583,1.0,0,0,3,6,1220,1080.0,1928.0,0,98024,47.5671,-121.89,1200,11325,Urban,Contemporary,94
17033,17033,17033,9189700255,20150105T000000,165000.0,3,1.0,970.0,7503,,0,0,4,6,970,0.0,1967.0,0,98058,47.4688,-122.163,1230,9504,Rural,Cape Cod,55
17034,17034,17034,2769600480,20150430T000000,600000.0,2,2.0,1270.0,5000,1.0,0,0,3,6,1270,0.0,1944.0,0,98107,47.6729,-122.363,2190,5000,Rural,Cape Cod,78
17035,17035,17035,2260800170,20140718T000000,710000.0,3,2.25,3130.0,65775,2.0,0,0,4,8,3130,0.0,1978.0,0,98027,47.5462,-122.085,3130,72309,Rural,Cape Cod,44
17036,17036,17036,1118500010,20150327T000000,875000.0,5,3.25,4230.0,21455,2.0,0,0,3,10,2720,1510.0,1990.0,0,98074,47.6375,-122.015,3280,22393,Rural,Ranch,32
17037,17037,17037,5636010280,20140902T000000,269950.0,3,2.5,1480.0,9743,2.0,0,0,4,7,1480,,1996.0,0,98010,47.3293,-122.001,1810,9601,Urban,Colonial,26
17038,17038,17038,2326059099,20140502T000000,838000.0,4,2.5,3310.0,42998,2.0,0,0,3,9,3310,0.0,,0,98052,47.7232,-122.131,3350,42847,Suburban,Contemporary,21
17039,17039,17039,4423100095,20140523T000000,670500.0,4,2.0,1590.0,6750,1.0,0,0,3,7,1590,0.0,1951.0,0,98102,47.6406,-122.317,2370,4500,Urban,Cape Cod,71
17040,17040,17040,8142000080,20150212T000000,420000.0,4,1.5,1690.0,9391,,0,0,3,7,1290,400.0,1960.0,0,98155,47.7438,-122.329,1780,9390,Rural,Colonial,62
17041,17041,17041,3222059007,20140913T000000,370000.0,3,1.5,1690.0,161913,,0,0,2,7,1430,260.0,1952.0,0,98030,47.356,-122.189,1930,12548,Suburban,Ranch,70
17042,17042,17042,6648000050,20140624T000000,360000.0,3,1.75,,7200,1.0,0,0,3,7,1500,0.0,1957.0,0,98133,47.7748,-122.337,1650,7392,Suburban,Contemporary,65
17043,17043,17043,3574900170,20141003T000000,562500.0,4,2.5,2320.0,8721,,0,0,3,8,2320,0.0,,0,98034,47.7326,-122.226,2260,8268,Suburban,Colonial,31
17044,17044,17044,2008000130,20140818T000000,360500.0,3,2.5,3300.0,11525,1.0,0,0,5,8,1650,1650.0,1961.0,0,98198,47.4113,-122.315,1950,9680,Urban,Cape Cod,61
17045,17045,17045,291300010,20140521T000000,389999.0,3,2.25,1445.0,1471,2.0,0,0,3,7,1300,145.0,2003.0,0,98027,47.5342,-122.072,1410,1399,Urban,Contemporary,19
17046,17046,17046,9412200280,20140827T000000,450000.0,4,3.0,1890.0,13140,1.0,0,0,4,7,1270,620.0,1967.0,0,98027,47.5221,-122.044,1900,11160,Suburban,Ranch,55
17047,17047,17047,9315000010,20150303T000000,247500.0,4,2.0,,8400,1.0,0,0,3,7,1060,700.0,1962.0,0,98003,47.3258,-122.323,1280,8415,Rural,Contemporary,60
17048,17048,17048,7889600080,20150219T000000,208000.0,3,1.0,1050.0,6240,1.0,0,0,5,5,1050,0.0,1948.0,0,98146,47.4933,-122.338,1410,6240,Rural,Ranch,74
17049,17049,17049,8663310010,20141226T000000,455000.0,3,2.5,1980.0,7309,,0,0,3,7,1980,0.0,,0,98034,47.7257,-122.172,2060,9681,Suburban,Cape Cod,29
17050,17050,17050,930000305,20141110T000000,379400.0,4,1.75,2120.0,7680,1.0,0,0,4,7,1060,1060.0,1950.0,0,98177,47.7172,-122.361,1530,7680,Urban,Colonial,72
17051,17051,17051,7606200275,20141230T000000,190000.0,3,1.5,760.0,40039,1.0,0,0,3,6,760,0.0,1906.0,0,98065,47.5295,-121.829,980,6000,Urban,Ranch,116
17052,17052,17052,203900380,20140821T000000,326188.0,3,1.0,1300.0,8800,1.0,0,0,3,7,1300,0.0,1977.0,0,98053,47.64,-121.966,1600,12210,Urban,Contemporary,45
17053,17053,17053,880000005,20140522T000000,168000.0,2,2.5,1160.0,2174,2.0,0,0,3,7,1160,0.0,1998.0,0,98106,47.5264,-122.366,1380,1919,Rural,Victorian,24
17054,17054,17054,9406570290,20140516T000000,314000.0,4,2.5,2340.0,8990,2.0,0,0,3,8,2340,0.0,2003.0,0,98038,47.3781,-122.03,2980,6718,Urban,Ranch,19
17055,17055,17055,5561000920,20140502T000000,630000.0,4,2.75,2710.0,37277,,0,0,3,9,2710,0.0,2000.0,0,98027,47.4634,-121.987,2390,39299,Urban,Contemporary,22
17056,17056,17056,4037000470,20150316T000000,550000.0,3,1.75,,8957,1.0,0,0,4,7,1440,0.0,1957.0,0,98008,47.6008,-122.118,1340,8780,Suburban,Victorian,65
17057,17057,17057,8651511060,20140630T000000,530000.0,4,2.25,1980.0,15086,,0,0,3,8,1980,0.0,1981.0,0,98074,47.647,-122.064,2100,10927,Urban,Ranch,41
17058,17058,17058,9413600010,20150206T000000,637500.0,3,1.75,1680.0,10685,1.0,0,0,4,7,1680,0.0,1966.0,0,98033,47.6556,-122.193,3340,10390,Suburban,Contemporary,56
17059,17059,17059,9358001732,20150428T000000,400000.0,3,2.5,1390.0,2815,2.0,0,0,3,8,1390,0.0,,0,98126,47.566,-122.366,1390,3700,Urban,Ranch,23
17060,17060,17060,8820900029,20140610T000000,700000.0,5,2.75,3100.0,9825,2.0,0,2,4,8,3100,0.0,1950.0,1982,98125,47.7188,-122.281,2120,8400,Rural,Colonial,72
17061,17061,17061,6802200670,20141114T000000,272000.0,3,2.5,1680.0,8512,2.0,0,0,3,7,1680,0.0,1991.0,0,98022,47.1952,-121.986,1580,8512,Rural,Colonial,31
17062,17062,17062,7852190630,20150417T000000,600000.0,4,2.5,2710.0,6474,2.0,0,0,3,8,2710,0.0,2004.0,0,98065,47.5383,-121.878,2870,6968,Urban,Ranch,18
17063,17063,17063,2815600235,20150402T000000,450600.0,2,1.0,840.0,7020,1.5,0,0,4,7,840,0.0,,0,98136,47.5513,-122.394,1310,7072,Urban,Colonial,79
17064,17064,17064,3013300660,20141028T000000,550000.0,3,2.25,2090.0,8095,2.0,0,2,3,10,2090,0.0,,0,98136,47.5287,-122.385,1940,5635,Rural,Cape Cod,34
17065,17065,17065,8091600080,20150123T000000,225000.0,3,1.0,1120.0,8407,1.0,0,0,5,6,1120,0.0,1987.0,0,98022,47.2051,-122.006,1250,8658,Suburban,Contemporary,35
17066,17066,17066,8651402750,20150218T000000,132825.0,3,1.5,1210.0,5200,1.0,0,0,5,6,1210,0.0,,0,98042,47.3615,-122.087,1120,5200,Suburban,Colonial,53
17067,17067,17067,8651402750,20150430T000000,219950.0,3,1.5,1210.0,5200,1.0,0,0,5,6,1210,0.0,1969.0,0,98042,47.3615,-122.087,1120,5200,Suburban,Cape Cod,53
17068,17068,17068,2215500080,20140528T000000,580000.0,5,2.0,1940.0,6000,1.0,0,0,5,7,970,970.0,1945.0,0,98115,47.6875,-122.287,1700,6000,Urban,Colonial,77
17069,17069,17069,225069016,20140722T000000,568000.0,3,1.75,1930.0,213008,1.0,0,2,3,7,1300,630.0,1980.0,0,98053,47.6751,-121.993,2860,208652,Urban,Contemporary,42
17070,17070,17070,766900250,20150402T000000,406000.0,3,1.75,1270.0,6017,,0,0,4,7,1030,240.0,,0,98028,47.737,-122.225,1630,7381,Suburban,Contemporary,32
17071,17071,17071,2922703260,20140716T000000,469000.0,3,1.75,1680.0,2400,1.5,0,0,3,7,1170,510.0,1929.0,0,98117,47.6849,-122.367,1080,4560,Rural,Ranch,93
17072,17072,17072,8011100095,20140610T000000,415000.0,3,2.5,2090.0,6045,2.0,0,0,3,8,2090,0.0,2000.0,0,98056,47.4947,-122.174,2040,6392,Suburban,Cape Cod,22
17073,17073,17073,2206700280,20141208T000000,390000.0,3,1.5,1000.0,13991,1.0,0,0,4,7,1000,0.0,1956.0,0,98006,47.5643,-122.138,1520,11465,Rural,Ranch,66
17074,17074,17074,7985000010,20150415T000000,251000.0,3,1.75,1350.0,10125,1.0,0,0,3,8,1350,0.0,1967.0,0,98003,47.3334,-122.298,1520,9720,Urban,Ranch,55
17075,17075,17075,1504800050,20150312T000000,750000.0,3,2.5,3280.0,6750,2.0,0,1,3,9,2440,840.0,2001.0,0,98126,47.5219,-122.38,1770,6387,Urban,Ranch,21
17076,17076,17076,5351200280,20150407T000000,845000.0,4,2.5,2390.0,5071,2.0,0,0,3,9,1760,630.0,1988.0,0,98122,47.6144,-122.283,1940,5071,Suburban,Victorian,34
17077,17077,17077,7229900005,20141010T000000,350000.0,3,1.5,,17640,1.0,0,0,4,7,1860,0.0,1966.0,0,98059,47.484,-122.111,1860,17820,Suburban,Contemporary,56
17078,17078,17078,3126049217,20150225T000000,322000.0,3,1.0,1380.0,5864,1.0,0,0,3,7,790,590.0,1944.0,0,98133,47.7049,-122.339,1509,5864,Rural,Cape Cod,78
17079,17079,17079,7446500010,20150507T000000,664500.0,4,2.25,3070.0,9210,2.0,0,0,3,8,2740,330.0,2010.0,0,98011,47.7638,-122.196,2580,9660,Suburban,Contemporary,12
17080,17080,17080,2721600010,20150107T000000,988000.0,3,1.75,2190.0,3800,,0,2,4,8,2190,0.0,1923.0,0,98109,47.643,-122.355,2190,3880,Urban,Contemporary,99
17081,17081,17081,3392900080,20140706T000000,625000.0,2,1.75,1990.0,4000,1.0,0,0,5,7,1090,900.0,1952.0,0,98103,47.6889,-122.342,1270,5700,Suburban,Ranch,70
17082,17082,17082,1524059027,20140506T000000,675000.0,2,1.0,930.0,36478,1.0,0,2,3,6,930,0.0,1951.0,0,98006,47.5699,-122.164,2800,11141,Rural,Cape Cod,71
17083,17083,17083,9414500480,20150407T000000,503000.0,3,1.75,2070.0,9827,1.0,0,0,4,7,1420,650.0,1967.0,0,98027,47.522,-122.05,2150,9827,Suburban,Ranch,55
17084,17084,17084,8576400050,20140509T000000,431000.0,4,2.25,,10500,1.0,0,2,4,8,1270,900.0,1960.0,0,98166,47.4394,-122.338,2080,11019,Urban,Contemporary,62
17085,17085,17085,5252000170,20141126T000000,250000.0,3,1.75,1910.0,10230,1.0,0,0,4,7,1290,620.0,1964.0,0,98031,47.4185,-122.207,1590,10800,Urban,Ranch,58
17086,17086,17086,2676500080,20140605T000000,268500.0,4,2.5,2100.0,4237,2.0,0,0,3,8,2100,0.0,2006.0,0,98031,47.3901,-122.174,2100,4575,Rural,Colonial,16
17087,17087,17087,3585900080,20150326T000000,1070000.0,6,3.25,3560.0,21400,2.0,0,4,4,9,3560,0.0,1952.0,0,98177,47.7602,-122.372,3560,24338,Suburban,Contemporary,70
17088,17088,17088,5126900321,20140529T000000,295000.0,4,2.5,2290.0,4539,2.0,0,0,3,7,2290,0.0,2001.0,0,98058,47.4753,-122.172,1710,7200,Urban,Ranch,21
17089,17089,17089,8563500020,20140725T000000,780000.0,3,2.25,2130.0,11782,1.0,0,0,4,8,1590,540.0,1977.0,0,98040,47.5423,-122.215,2700,11782,Urban,Cape Cod,45
17090,17090,17090,6624030050,20150428T000000,354000.0,3,2.5,,15817,,0,0,3,8,2160,0.0,1999.0,0,98031,47.4166,-122.183,1990,15817,Urban,Colonial,23
17091,17091,17091,4343800080,20140818T000000,305000.0,2,1.0,860.0,7250,1.0,0,0,3,6,860,0.0,1949.0,0,98133,47.7206,-122.35,1270,7250,Rural,Ranch,73
17092,17092,17092,1873100050,20150401T000000,733000.0,5,2.75,2880.0,4425,2.0,0,0,3,8,2880,0.0,2005.0,0,98052,47.7048,-122.109,2940,6581,Urban,Ranch,17
17093,17093,17093,3210700380,20140916T000000,640000.0,4,2.75,2100.0,11894,,0,0,4,8,1720,380.0,1968.0,0,98004,47.6006,-122.194,2390,9450,Urban,Cape Cod,54
17094,17094,17094,4099500605,20150417T000000,840000.0,4,2.5,2360.0,9600,1.0,0,2,3,8,1630,730.0,1973.0,0,98040,47.5889,-122.249,2140,6300,Suburban,Ranch,49
17095,17095,17095,4217401365,20141210T000000,1480000.0,5,3.25,3680.0,10300,1.5,0,0,4,10,3680,0.0,1927.0,0,98105,47.6548,-122.28,2690,7200,Rural,Ranch,95
17096,17096,17096,923000095,20150326T000000,525000.0,3,1.0,1560.0,8100,1.0,0,0,4,8,1140,420.0,1952.0,0,98177,47.7261,-122.364,2130,8100,Suburban,Colonial,70
17097,17097,17097,1828000050,20140514T000000,625000.0,4,2.75,1680.0,11180,1.0,0,0,4,7,1680,0.0,1966.0,0,98052,47.6557,-122.127,2400,9627,Urban,Victorian,56
17098,17098,17098,9126100346,20140617T000000,350000.0,3,2.0,,3600,3.0,0,0,3,8,1380,0.0,,0,98122,47.6074,-122.305,1480,3600,Urban,Colonial,7
17099,17099,17099,2919201365,20140616T000000,650000.0,4,2.75,2610.0,4160,3.0,0,0,5,8,1910,700.0,1910.0,0,98103,47.6901,-122.357,1470,4140,Urban,Contemporary,112
17100,17100,17100,9297300500,20141023T000000,435000.0,2,1.0,870.0,4000,1.0,0,2,3,7,870,0.0,1950.0,0,98126,47.5682,-122.374,1690,4000,Rural,Colonial,72
17101,17101,17101,6073200010,20140626T000000,660000.0,3,1.0,1210.0,9622,,0,1,3,8,1210,0.0,1955.0,2009,98006,47.5728,-122.179,1580,9714,Urban,Ranch,67
17102,17102,17102,8807810660,20150302T000000,350000.0,3,1.0,,12877,1.0,0,0,4,6,1150,0.0,1970.0,0,98053,47.6614,-122.056,1490,12150,Rural,Ranch,52
17103,17103,17103,2112700185,20150325T000000,435000.0,3,2.5,3110.0,6000,1.0,0,2,3,8,1560,1550.0,,0,98106,47.5331,-122.353,2060,6000,Urban,Ranch,55
17104,17104,17104,1789800020,20140603T000000,375900.0,6,1.5,2550.0,33740,1.0,0,0,4,8,1750,,1958.0,0,98023,47.3222,-122.362,2010,28200,Suburban,Ranch,64
17105,17105,17105,3275300050,20141124T000000,272000.0,3,3.0,2430.0,10500,1.0,0,0,4,8,2150,280.0,1983.0,0,98003,47.2579,-122.312,1670,9800,Suburban,Victorian,39
17106,17106,17106,3279000420,20150115T000000,233000.0,3,1.75,,7800,1.0,0,0,2,7,1040,420.0,1979.0,0,98023,47.3035,-122.382,1310,7865,Urban,Victorian,43
17107,17107,17107,952001660,20140916T000000,500000.0,4,1.5,1330.0,5750,1.5,0,2,3,7,1330,0.0,1915.0,0,98116,47.5681,-122.384,1360,5750,Rural,Cape Cod,107
17108,17108,17108,4023500362,20150402T000000,540000.0,4,1.75,2040.0,9322,1.0,0,0,3,8,1440,600.0,1977.0,0,98155,47.7611,-122.298,1910,10026,Suburban,Colonial,45
17109,17109,17109,9510910050,20140701T000000,712000.0,3,2.5,2375.0,4094,,0,0,3,9,2375,0.0,2002.0,0,98052,47.6627,-122.086,2095,4442,Suburban,Colonial,20
17110,17110,17110,1137400050,20140925T000000,425000.0,4,2.5,2480.0,4504,,0,0,3,7,2480,0.0,2005.0,0,98059,47.4998,-122.15,2950,4504,Rural,Victorian,17
17111,17111,17111,8864000425,20140805T000000,242000.0,3,1.75,1580.0,6099,1.0,0,0,5,7,790,790.0,1944.0,0,98168,47.4807,-122.29,1330,6099,Suburban,Cape Cod,78
17112,17112,17112,5518800010,20140703T000000,515000.0,5,3.25,2740.0,9629,1.0,0,0,5,7,1390,1350.0,1977.0,0,98011,47.7645,-122.197,2150,10500,Suburban,Contemporary,45
17113,17113,17113,3204800430,20140708T000000,415000.0,4,1.75,1920.0,7700,2.0,0,0,4,7,1920,0.0,1970.0,0,98056,47.5381,-122.177,1310,7700,Urban,Contemporary,52
17114,17114,17114,5152960080,20141210T000000,375000.0,3,2.75,2200.0,9600,1.0,0,3,4,8,1570,630.0,1977.0,0,98003,47.3438,-122.323,2680,9896,Rural,Colonial,45
17115,17115,17115,7696500280,20141027T000000,182500.0,3,1.0,910.0,7194,1.0,0,0,4,7,910,0.0,,0,98001,47.3337,-122.275,1530,7200,Urban,Cape Cod,51
17116,17116,17116,8643000190,20150323T000000,310000.0,3,1.5,1860.0,10379,1.0,0,0,3,7,1240,620.0,1963.0,0,98198,47.3962,-122.309,2240,11328,Rural,Cape Cod,59
17117,17117,17117,7625701045,20141027T000000,360000.0,3,1.75,1510.0,6000,1.0,0,0,3,7,1060,450.0,1947.0,0,98136,47.5535,-122.39,1610,6000,Urban,Colonial,75
17118,17118,17118,7202360670,20150408T000000,889000.0,4,3.5,3920.0,9555,2.0,0,0,3,9,3920,0.0,2004.0,0,98053,47.6797,-122.025,3920,8598,Rural,Cape Cod,18
17119,17119,17119,4305700086,20150410T000000,450500.0,2,1.0,1330.0,3698,1.0,0,0,3,7,1330,0.0,1952.0,0,98117,47.6866,-122.372,1900,5000,Urban,Ranch,70
17120,17120,17120,731500170,20150422T000000,342000.0,4,2.25,1964.0,3541,2.0,0,0,3,9,1964,0.0,2013.0,0,98030,47.3594,-122.201,1757,3547,Suburban,Ranch,9
17121,17121,17121,5096300130,20140714T000000,413000.0,3,2.0,1520.0,3451,,0,0,3,8,1520,0.0,1996.0,0,98177,47.7753,-122.375,1800,3451,Suburban,Contemporary,26
17122,17122,17122,1441600020,20140527T000000,960000.0,5,4.0,3720.0,15200,2.0,0,0,3,10,3720,0.0,2005.0,0,98075,47.5956,-122.026,4100,19036,Urban,Ranch,17
17123,17123,17123,6163900073,20140905T000000,180000.0,2,1.0,770.0,9370,1.0,0,0,3,7,770,0.0,1947.0,0,98155,47.762,-122.321,1060,9352,Urban,Victorian,75
17124,17124,17124,5581400080,20140618T000000,770000.0,4,2.5,3210.0,14910,2.0,0,0,3,10,3210,0.0,1995.0,0,98074,47.6073,-122.062,3280,14910,Suburban,Contemporary,27
17125,17125,17125,8100000080,20140813T000000,224400.0,3,1.75,1070.0,7200,1.0,0,0,3,7,1070,0.0,1994.0,0,98010,47.3129,-122.023,1280,7200,Suburban,Colonial,28
17126,17126,17126,5379806590,20150430T000000,280000.0,3,1.5,1430.0,8861,1.0,0,0,3,7,1430,0.0,1956.0,0,98188,47.4454,-122.289,1080,9425,Suburban,Ranch,66
17127,17127,17127,9286100250,20150319T000000,500000.0,3,2.5,1670.0,2575,2.0,0,0,3,8,1670,0.0,2000.0,0,98027,47.531,-122.047,1670,2897,Suburban,Contemporary,22
17128,17128,17128,4337600005,20150203T000000,153000.0,2,1.0,710.0,9000,1.0,0,0,5,6,710,0.0,1943.0,0,98166,47.4811,-122.339,1230,9000,Rural,Contemporary,79
17129,17129,17129,3645100280,20140613T000000,385000.0,3,2.25,1920.0,4833,1.0,0,0,4,7,1060,860.0,1921.0,0,98133,47.7067,-122.352,1580,5134,Urban,Contemporary,101
17130,17130,17130,6170900190,20140819T000000,325000.0,2,1.0,750.0,5534,1.0,0,0,3,7,750,0.0,1947.0,0,98177,47.7017,-122.36,1050,5534,Suburban,Contemporary,75
17131,17131,17131,8581400345,20150409T000000,315000.0,4,3.0,2210.0,4191,,0,0,3,7,2210,0.0,2004.0,0,98002,47.2959,-122.225,890,4288,Urban,Ranch,18
17132,17132,17132,4345300050,20140617T000000,294999.0,4,2.5,,9760,2.0,0,0,3,7,1660,0.0,1994.0,0,98030,47.3635,-122.188,1580,9614,Suburban,Cape Cod,28
17133,17133,17133,6143000020,20141027T000000,175000.0,3,1.75,1910.0,17003,1.5,0,0,4,8,1910,0.0,1963.0,0,98001,47.3095,-122.283,1820,14806,Suburban,Contemporary,59
17134,17134,17134,6143000020,20150406T000000,299000.0,3,1.75,,17003,1.5,0,0,4,8,1910,0.0,,0,98001,47.3095,-122.283,1820,14806,Urban,Colonial,59
17135,17135,17135,111000190,20150209T000000,146000.0,2,1.0,780.0,9750,1.0,0,0,3,6,780,0.0,1937.0,0,98168,47.4816,-122.322,1670,9750,Urban,Cape Cod,85
17136,17136,17136,5306100255,20141105T000000,290000.0,3,2.25,1650.0,10336,1.0,0,0,3,7,1500,150.0,1962.0,0,98133,47.7757,-122.35,1420,10260,Rural,Ranch,60
17137,17137,17137,1370803180,20140808T000000,1780000.0,3,3.25,3230.0,7800,2.0,0,3,3,10,3230,0.0,,0,98199,47.6348,-122.403,3030,6600,Suburban,Colonial,17
17138,17138,17138,5249803745,20140529T000000,367500.0,2,1.0,810.0,4800,1.0,0,0,3,6,810,0.0,1919.0,0,98118,47.5614,-122.27,1040,4800,Rural,Contemporary,103
17139,17139,17139,2787250080,20150327T000000,535000.0,4,2.5,,15099,2.0,0,0,3,8,2750,0.0,1994.0,0,98019,47.7298,-121.972,2500,14564,Urban,Ranch,28
17140,17140,17140,8656300345,20140805T000000,334999.0,3,2.5,1650.0,13816,2.0,0,0,3,7,1650,0.0,1998.0,0,98014,47.6553,-121.913,1630,18750,Urban,Victorian,24
17141,17141,17141,582000185,20140821T000000,655000.0,3,1.75,1960.0,5520,1.0,0,0,4,7,1080,880.0,,0,98199,47.6535,-122.397,1720,5760,Urban,Cape Cod,70
17142,17142,17142,191100235,20140603T000000,1300000.0,4,3.5,2790.0,10125,1.5,0,0,5,8,2790,0.0,1985.0,0,98040,47.5651,-122.22,2570,10125,Urban,Ranch,37
17143,17143,17143,6662410250,20150321T000000,480000.0,4,2.25,2230.0,11200,1.0,0,0,4,7,1300,930.0,1977.0,0,98011,47.7691,-122.167,2090,10563,Urban,Ranch,45
17144,17144,17144,1053000010,20150421T000000,465000.0,3,1.5,,4720,1.0,0,0,4,7,850,430.0,,0,98126,47.5509,-122.377,1280,4720,Suburban,Colonial,81
17145,17145,17145,2473100635,20140508T000000,297950.0,3,2.0,1240.0,10800,1.0,0,0,3,7,1240,0.0,1967.0,2010,98058,47.449,-122.155,1480,8840,Suburban,Ranch,55
17146,17146,17146,7960100050,20150415T000000,590000.0,3,2.0,1860.0,3600,1.5,0,0,3,7,1110,750.0,1915.0,0,98122,47.6102,-122.296,1680,3695,Urban,Contemporary,107
17147,17147,17147,1177000130,20140522T000000,805000.0,4,2.75,2410.0,6000,,0,0,5,8,1410,1000.0,1950.0,0,98107,47.6707,-122.399,1760,6000,Suburban,Colonial,72
17148,17148,17148,8732160250,20150120T000000,204250.0,3,2.25,1960.0,7708,1.0,0,0,4,7,1490,470.0,1984.0,0,98023,47.2981,-122.374,1580,8063,Urban,Contemporary,38
17149,17149,17149,3905100630,20140716T000000,500000.0,3,2.25,1710.0,4561,2.0,0,0,4,8,1710,0.0,1994.0,0,98029,47.5691,-122.004,1810,4770,Suburban,Colonial,28
17150,17150,17150,5469501410,20140917T000000,490000.0,4,2.5,,12696,1.0,0,0,4,9,1980,1500.0,1977.0,0,98042,47.3816,-122.153,3480,14175,Suburban,Ranch,45
17151,17151,17151,4107100190,20150324T000000,2500000.0,4,3.75,3480.0,14850,1.0,0,4,3,9,1870,1610.0,1951.0,2013,98004,47.6227,-122.216,4780,18480,Suburban,Colonial,71
